CUSTOMERKEY,GENDER,NAME,CITY,STATE_CODE,STATE,COUNTRY,CONTINENT,BIRTHDAY
1745379,MALE,RAYMOND GILBERT,ROYCE CITYT,TX,TEXAS,UNITED STATES,NORTH AMERICA,1937-04-02
1745497,MALE,JOSHUA JACKSON,CHICAGO,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1968-10-28
1745820,MALE,CHARLES COHEN,TORRINGTON,CT,CONNECTICUT,UNITED STATES,NORTH AMERICA,1936-11-19
1745966,FEMALE,MICHELLE NELSON,MANSFIELD,TX,TEXAS,UNITED STATES,NORTH AMERICA,1976-01-16
1746184,MALE,SAMUEL ROBITAILLE,ROCHESTER,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1962-04-25
1746251,MALE,IRA PEREZ,CHARLOTTE,NC,NORTH CAROLINA,UNITED STATES,NORTH AMERICA,1952-08-26
1746274,MALE,JOHN GREENE,KNOXVILLE,TN,TENNESSEE,UNITED STATES,NORTH AMERICA,1953-11-30
1746301,FEMALE,JUANITA MARTIN,NEW YORK,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1943-03-23
1746364,MALE,CLAUDE TOMPKINS,SAND SPRINGS,OK,OKLAHOMA,UNITED STATES,NORTH AMERICA,1958-04-10
1746504,MALE,IRVING THURMAN,PORTLAND,OR,OREGON,UNITED STATES,NORTH AMERICA,1963-01-26
1746527,MALE,CHARLES FERGUSON,ARLINGTON HEIGHTS,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1971-12-15
1747015,FEMALE,KAREN ROBINSON,MISSOURI VALLEY,IA,IOWA,UNITED STATES,NORTH AMERICA,1971-06-10
1747078,MALE,JIM MURRILL,DEERFIELD BEACH,FL,FLORIDA,UNITED STATES,NORTH AMERICA,1958-10-27
1747611,FEMALE,FLORINE BOWERS,SEATTLE,WA,WASHINGTON,UNITED STATES,NORTH AMERICA,1948-05-07
1748140,FEMALE,MARY MENDOZA,ALLOY,WV,WEST VIRGINIA,UNITED STATES,NORTH AMERICA,1994-01-02
1748309,MALE,DONALD CELENTANO,FAIR OAKS,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1938-04-23
1748312,FEMALE,ERIKA MILLER,PITTSBURGH,PA,PENNSYLVANIA,UNITED STATES,NORTH AMERICA,1958-04-22
1748351,FEMALE,CATHERINE ATKINS,ROANOKE RAPIDS,NC,NORTH CAROLINA,UNITED STATES,NORTH AMERICA,1963-07-27
1748682,MALE,BERNARD SUTPHIN,GARDEN CITY,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1986-06-20
1749088,MALE,JONATHAN CARBAJAL,CONWAY,AR,ARKANSAS,UNITED STATES,NORTH AMERICA,1967-04-19
1749144,FEMALE,JULIANNE FRAWLEY,WOODLAWN,MD,MARYLAND,UNITED STATES,NORTH AMERICA,2001-07-05
1749145,FEMALE,CANDI JENKINS,SAN FRANCISCO,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1938-02-05
1749157,MALE,MILLARD LEVELL,SAINT LOUIS,MO,MISSOURI,UNITED STATES,NORTH AMERICA,1939-05-06
1749311,FEMALE,MARIA SEARS,NEW BRUNSWICK,NJ,NEW JERSEY,UNITED STATES,NORTH AMERICA,1987-02-01
1749380,FEMALE,LINDA FLORES,CINCINNATI,OH,OHIO,UNITED STATES,NORTH AMERICA,1940-01-20
1749439,FEMALE,RHEBA BROWN,CRESTWOOD,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1942-05-10
1749542,FEMALE,KATHLEEN LINCOLN,DENTON,TX,TEXAS,UNITED STATES,NORTH AMERICA,1980-08-24
1749591,FEMALE,AYESHA CRUZ,VIRGINIA,MN,MINNESOTA,UNITED STATES,NORTH AMERICA,1961-09-20
1749596,FEMALE,TANYA CLARK,NEW YORK,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1979-07-16
1750109,MALE,RICKY ADAMS,OMAHA,NE,NEBRASKA,UNITED STATES,NORTH AMERICA,1970-05-11
1750142,MALE,DAN WILSON,MIAMI,FL,FLORIDA,UNITED STATES,NORTH AMERICA,1977-01-24
1750248,FEMALE,AMY JONES,SCHAUMBURG,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1998-07-14
1750322,MALE,ADRIAN ALLEN,ABERDEEN,SD,SOUTH DAKOTA,UNITED STATES,NORTH AMERICA,1948-06-25
1750451,MALE,RONALD VOIGT,EAGAN,MN,MINNESOTA,UNITED STATES,NORTH AMERICA,1991-04-01
1750513,MALE,GENE FRAZIER,SAN FRANCISCO,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1981-03-03
1750528,MALE,JOHN PAYNE,SEATTLE,WA,WASHINGTON,UNITED STATES,NORTH AMERICA,1936-08-21
1750554,FEMALE,TONI MOREL,BLOOMFIELD TOWNSHIP,MI,MICHIGAN,UNITED STATES,NORTH AMERICA,1990-08-18
1750735,FEMALE,LUCILLE MCGEE,GULFPORT,MS,MISSISSIPPI,UNITED STATES,NORTH AMERICA,1991-07-07
1750920,FEMALE,THERESA CORNMAN,COLUMBIA,MD,MARYLAND,UNITED STATES,NORTH AMERICA,1990-03-23
1751015,MALE,GEORGE NIXON,HOUSTON,TX,TEXAS,UNITED STATES,NORTH AMERICA,1994-06-09
1751091,FEMALE,MARYBETH KELLY,BRONX,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1991-06-30
1751123,MALE,BERNIE WRIGHT,AUGUSTA,GA,GEORGIA,UNITED STATES,NORTH AMERICA,2000-05-07
1751403,MALE,RICHARD MARS,SPRINGFIELD,MO,MISSOURI,UNITED STATES,NORTH AMERICA,1956-11-04
1751553,FEMALE,PATRICIA NAVARRETE,WACO,TX,TEXAS,UNITED STATES,NORTH AMERICA,1961-10-23
1751728,FEMALE,FLORA LAVERRIERE,ROSEVILLE,MI,MICHIGAN,UNITED STATES,NORTH AMERICA,1991-05-28
1751887,MALE,ROBERTO HERNANDEZ,QUINHAGAK,AK,ALASKA,UNITED STATES,NORTH AMERICA,1952-03-25
1751918,MALE,COLIN LOVE,BURBANK,NV,NEVADA,UNITED STATES,NORTH AMERICA,1984-12-11
1752012,MALE,GABRIEL SHACKELFORD,ELMHURST,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1980-05-13
1752287,FEMALE,JANICE READ,FRANKLIN BORO,NJ,NEW JERSEY,UNITED STATES,NORTH AMERICA,1953-01-22
1752382,MALE,MILTON DAVIS,BRISTOL,NH,NEW HAMPSHIRE,UNITED STATES,NORTH AMERICA,1963-02-11
1752592,MALE,DARRYL BARRIE,ROLLA,MO,MISSOURI,UNITED STATES,NORTH AMERICA,1976-07-10
1752596,FEMALE,MARY HILL,SIERRA VISTA,AZ,ARIZONA,UNITED STATES,NORTH AMERICA,1937-09-09
1752797,FEMALE,SUSAN RALLS,DUBUQUE,IA,IOWA,UNITED STATES,NORTH AMERICA,1960-11-20
1752811,MALE,DAVID CANADA,COLORADO SPRINGS,CO,COLORADO,UNITED STATES,NORTH AMERICA,1961-01-21
1753006,MALE,GORDON MCLENDON,TEMPERANCE,MI,MICHIGAN,UNITED STATES,NORTH AMERICA,1973-01-20
1753015,FEMALE,MARILEE MAXWELL,GRAND RAPIDS,MI,MICHIGAN,UNITED STATES,NORTH AMERICA,1993-08-08
1753324,MALE,HENRY CATER,LOS ANGELES,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1954-01-19
1753601,FEMALE,TERESA BAXTER,ATLANTA,GA,GEORGIA,UNITED STATES,NORTH AMERICA,1943-08-30
1754112,MALE,CARY HOWARD,NEW YORK,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1961-05-27
1754192,MALE,KEITH MILLER,WOODLAND HILLS,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1940-08-16
1754205,MALE,BOB WILLIAMS,HENDERSON,NV,NEVADA,UNITED STATES,NORTH AMERICA,1962-05-15
1754312,FEMALE,JANET LUKE,SNOWSHOE,WV,WEST VIRGINIA,UNITED STATES,NORTH AMERICA,1935-02-06
1754382,FEMALE,ROSE WRIGHT,VICTORIA,TX,TEXAS,UNITED STATES,NORTH AMERICA,1978-04-24
1754480,FEMALE,BRENDA OLMOS,SAN FRANCISCO,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1962-10-14
1754483,MALE,DAVID HIX,FORTUNA,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1944-04-17
1754573,MALE,LEWIS ROUNTREE,BRIDGEVILLE,PA,PENNSYLVANIA,UNITED STATES,NORTH AMERICA,1992-10-27
1754849,MALE,SCOTT ROBBINS,MOBILE,AL,ALABAMA,UNITED STATES,NORTH AMERICA,1992-09-07
1754919,FEMALE,KIMBERLY BANKS,SAXTONS RIVER,VT,VERMONT,UNITED STATES,NORTH AMERICA,1997-05-04
1755082,MALE,JACK ALLISON,GLENNIE,MI,MICHIGAN,UNITED STATES,NORTH AMERICA,1973-04-04
1755084,FEMALE,BETTY GARCIA,CAMDEN,NJ,NEW JERSEY,UNITED STATES,NORTH AMERICA,1935-10-31
1755207,FEMALE,WANDA WARREN,CALUMET CITY,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1954-07-10
1755623,MALE,DAVID VEST,EDINBURG,TX,TEXAS,UNITED STATES,NORTH AMERICA,1984-11-23
1755730,FEMALE,LINDA WILLIAMS,WALLA WALLA,OR,OREGON,UNITED STATES,NORTH AMERICA,1990-08-28
1755769,MALE,ROLANDO CUSICK,DENVER,CO,COLORADO,UNITED STATES,NORTH AMERICA,1944-02-22
1755781,MALE,JAIME MADRIGAL,DALLAS,PA,PENNSYLVANIA,UNITED STATES,NORTH AMERICA,1937-02-22
1755967,MALE,EDWARD LEHMAN,CHICAGO,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1946-03-12
1755993,FEMALE,CAROL GOLDSTEIN,NORTH STAR,OH,OHIO,UNITED STATES,NORTH AMERICA,1986-12-07
1756027,MALE,MARVIN KLEIN,DALLAS,TX,TEXAS,UNITED STATES,NORTH AMERICA,1944-11-17
1756123,MALE,SOL WIENS,CAMDEN,NJ,NEW JERSEY,UNITED STATES,NORTH AMERICA,1936-02-03
1756154,MALE,GREGORY MARTIN,TULSA,OK,OKLAHOMA,UNITED STATES,NORTH AMERICA,1956-07-23
1756245,FEMALE,CHRISTEL MOTLEY,MILILANI,HI,HAWAII,UNITED STATES,NORTH AMERICA,1967-02-06
1756332,FEMALE,HELEN HEDRICK,MIDLAND,TX,TEXAS,UNITED STATES,NORTH AMERICA,1957-10-27
1756350,MALE,MANUEL SANDERS,OAKLAND,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1952-08-28
1756364,MALE,KENNETH BLACK,CLIFFSIDE PARK,NJ,NEW JERSEY,UNITED STATES,NORTH AMERICA,1949-10-17
1756535,FEMALE,AMANDA HAMMON,ROSEVILLE,MN,MINNESOTA,UNITED STATES,NORTH AMERICA,1986-10-09
1756625,FEMALE,TANISHA WILEY,CEDAR RAPIDS,IA,IOWA,UNITED STATES,NORTH AMERICA,1955-01-31
1756681,FEMALE,ROBERTA NG,ROANOKE,VA,VIRGINIA,UNITED STATES,NORTH AMERICA,1940-06-21
1756709,MALE,JOSE FRANKLIN,SUMMERVILLE,SC,SOUTH CAROLINA,UNITED STATES,NORTH AMERICA,1968-01-13
1756761,FEMALE,RENEE GORMAN,FORT MYERS,FL,FLORIDA,UNITED STATES,NORTH AMERICA,1991-03-21
1756921,FEMALE,SARAH LUCKETT,SPOKANE,WA,WASHINGTON,UNITED STATES,NORTH AMERICA,1952-08-28
1757500,MALE,DAVID BEAULIEU,MADISON,WI,WISCONSIN,UNITED STATES,NORTH AMERICA,1981-09-19
1757539,MALE,RODNEY LAPLANT,COLUMBUS,IN,INDIANA,UNITED STATES,NORTH AMERICA,1968-02-09
1757948,FEMALE,MARGARET PURDY,GARDEN CITY,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1948-10-31
1758051,FEMALE,LORETTA BRADLEY,SPRINGFIELD,MA,MASSACHUSETTS,UNITED STATES,NORTH AMERICA,1938-05-04
1758053,FEMALE,CHARLOTTE COSTA,SHELBY,MS,MISSISSIPPI,UNITED STATES,NORTH AMERICA,1977-10-31
1758208,MALE,CHRISTOPHER LOPP,PLYMOUTH,IN,INDIANA,UNITED STATES,NORTH AMERICA,1995-05-12
1758240,FEMALE,JUDY VILLARREAL,TAMPA,FL,FLORIDA,UNITED STATES,NORTH AMERICA,1992-04-28
1758421,FEMALE,JOELLE HILDEBRANDT,CHICAGO,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1969-06-04
1758439,MALE,JOHNNY ROE,DAVENPORT,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1967-01-16
1758999,MALE,VERNON REID,FORT MYERS,FL,FLORIDA,UNITED STATES,NORTH AMERICA,1975-09-17
1759474,MALE,STEVE PARRISH,DENVER,CO,COLORADO,UNITED STATES,NORTH AMERICA,1999-06-21
1759497,FEMALE,NORA BAER,WESTMINSTER,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1957-11-19
1759717,MALE,RODERICK MCCRACKEN,LEESBURG,VA,VIRGINIA,UNITED STATES,NORTH AMERICA,1997-04-01
1759870,FEMALE,ZENAIDA HOGG,LA GRANGE,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1953-07-10
1760076,MALE,ROBERT TILLIS,PHILADELPHIA,PA,PENNSYLVANIA,UNITED STATES,NORTH AMERICA,1978-08-20
1760131,FEMALE,MARY GAYLOR,CAMDEN,MI,MICHIGAN,UNITED STATES,NORTH AMERICA,1980-06-05
1760136,MALE,TERRY JENNINGS,JACKSON,MS,MISSISSIPPI,UNITED STATES,NORTH AMERICA,1940-06-03
1760369,FEMALE,AUBREY SINGLETON,SMYRNA,GA,GEORGIA,UNITED STATES,NORTH AMERICA,1962-09-19
1760929,MALE,JUSTIN GARCIA,BENTON HARBOR,MI,MICHIGAN,UNITED STATES,NORTH AMERICA,1955-04-29
1761007,FEMALE,IRENE PITTS,MARLIN,TX,TEXAS,UNITED STATES,NORTH AMERICA,1972-07-12
1761079,MALE,JIMMY SIEGEL,BEND,OR,OREGON,UNITED STATES,NORTH AMERICA,1967-03-07
1761462,MALE,ELVIS CAMPBELL,BAYSIDE,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1963-10-24
1761592,MALE,JAMES JACKSON,NEW YORK,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1937-06-26
1761880,MALE,THOMAS PHILLIPS,HILLIARD,OH,OHIO,UNITED STATES,NORTH AMERICA,1966-09-04
1761910,MALE,TONY FEINBERG,PHILADELPHIA,DE,DELAWARE,UNITED STATES,NORTH AMERICA,1982-07-19
1762395,MALE,DAMON MEADOWS,DETROIT,MI,MICHIGAN,UNITED STATES,NORTH AMERICA,1987-10-08
1762396,MALE,EVAN WASHINGTON,ROOSEVELT,MN,MINNESOTA,UNITED STATES,NORTH AMERICA,1995-05-28
1762408,MALE,JAMES RAMIREZ,BELMONT,WV,WEST VIRGINIA,UNITED STATES,NORTH AMERICA,1943-01-10
1762467,MALE,LESTER REEVES,MCLEAN,VA,VIRGINIA,UNITED STATES,NORTH AMERICA,1995-03-24
1762532,MALE,KURT OWENS,KINGSPORT,VA,VIRGINIA,UNITED STATES,NORTH AMERICA,1999-11-08
1762564,MALE,KENT WILLIAMS,GRAND RAPIDS,MI,MICHIGAN,UNITED STATES,NORTH AMERICA,1991-06-23
1762798,FEMALE,ALMA MORGAN,SAGINAW,MI,MICHIGAN,UNITED STATES,NORTH AMERICA,1938-06-30
1763016,MALE,PAUL CLINTON,SAN DIEGO,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1965-06-20
1763082,MALE,STAN ATKINS,PLATTSBURGH,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1939-03-24
1763268,MALE,BRIAN DOWNING,MIAMI,FL,FLORIDA,UNITED STATES,NORTH AMERICA,1964-04-29
1763365,FEMALE,PATRICIA MCCRAY,WAYNE,NJ,NEW JERSEY,UNITED STATES,NORTH AMERICA,1998-04-06
1763375,MALE,CARLOS REYNOLDS,WICHITA,KS,KANSAS,UNITED STATES,NORTH AMERICA,1986-03-03
1763456,FEMALE,CAROL FULTON,FRESNO,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1938-04-08
1763514,MALE,CLARENCE OAKES,CHICAGO,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1969-04-20
1763642,FEMALE,KAREN SMITH,GOLDEN VALLEY,MN,MINNESOTA,UNITED STATES,NORTH AMERICA,1972-04-18
1763841,MALE,PETER TUOHY,LOHN,TX,TEXAS,UNITED STATES,NORTH AMERICA,1991-07-15
1764107,MALE,ZACHARY HOPKINS,WEST WARWICK,RI,RHODE ISLAND,UNITED STATES,NORTH AMERICA,1943-01-15
1764261,MALE,DOUGLAS SMITH,WOBURN,MA,MASSACHUSETTS,UNITED STATES,NORTH AMERICA,2001-09-03
1764444,FEMALE,MARTHA PETTWAY,WENATCHEE,WA,WASHINGTON,UNITED STATES,NORTH AMERICA,1957-11-04
1764577,MALE,DANIEL WILDER,NEW YORK,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1971-11-27
1764598,MALE,DAMON REECE,HONOLULU,HI,HAWAII,UNITED STATES,NORTH AMERICA,1999-12-15
1764911,FEMALE,MARGUERITE OLSON,WITT,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1936-04-02
1764995,FEMALE,KESHIA JACOB,MINNEAPOLIS,MN,MINNESOTA,UNITED STATES,NORTH AMERICA,1953-03-07
1765100,FEMALE,MARIE KOHN,DALLAS,TX,TEXAS,UNITED STATES,NORTH AMERICA,1969-03-18
1765105,FEMALE,CONSUELA NELSON,SOUTH BURLINGTON,VT,VERMONT,UNITED STATES,NORTH AMERICA,1944-02-22
1765324,MALE,DUSTIN CRUZ,YORK,ME,MAINE,UNITED STATES,NORTH AMERICA,1952-09-21
1765346,FEMALE,MILDRED ALLEN,SOUTH OZONE PARK,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1960-01-16
1765360,FEMALE,DAWN MUNOZ,VIRGINIA BEACH,VA,VIRGINIA,UNITED STATES,NORTH AMERICA,1989-07-26
1765384,FEMALE,ANGEL WAGNER,SOMERVILLE,NJ,NEW JERSEY,UNITED STATES,NORTH AMERICA,1968-02-17
1765579,MALE,RUSSELL GOLDEN,PITTSBURGH,PA,PENNSYLVANIA,UNITED STATES,NORTH AMERICA,1944-07-03
1765634,FEMALE,VIVIAN PARRA,ADA,OK,OKLAHOMA,UNITED STATES,NORTH AMERICA,1965-07-27
1765668,MALE,WILLIAM DOHERTY,SAINT LOUIS,MO,MISSOURI,UNITED STATES,NORTH AMERICA,1999-07-19
1765862,FEMALE,LULA BEYER,FARIBAULT,MN,MINNESOTA,UNITED STATES,NORTH AMERICA,1976-06-07
1765910,FEMALE,ANNA HARR,GLOUCESTER,MA,MASSACHUSETTS,UNITED STATES,NORTH AMERICA,1943-03-13
1765915,MALE,JAMES PEREZ,ENGLEWOOD,CO,COLORADO,UNITED STATES,NORTH AMERICA,1999-07-25
1765917,FEMALE,TIERA RODAS,CENTENNIAL,CO,COLORADO,UNITED STATES,NORTH AMERICA,1961-06-03
1766136,MALE,JOEL TATE,CLARKSBURG,WV,WEST VIRGINIA,UNITED STATES,NORTH AMERICA,1946-01-05
1766407,FEMALE,JOAN HARRIS,ROCKFORD,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1953-05-16
1766504,FEMALE,AMALIA GONZALES,MINNEAPOLIS,MN,MINNESOTA,UNITED STATES,NORTH AMERICA,1962-03-29
1766556,FEMALE,HEATHER COLEMAN,CHICAGO,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1971-11-16
1766887,FEMALE,SABRINA AIKENS,MERNA,NE,NEBRASKA,UNITED STATES,NORTH AMERICA,1973-12-20
1766951,MALE,NICHOLAS BOUDREAU,SEARCY,AR,ARKANSAS,UNITED STATES,NORTH AMERICA,1936-04-22
1767101,MALE,SAMUEL LEWIS,MAYDELLE,TX,TEXAS,UNITED STATES,NORTH AMERICA,1957-05-27
1767210,MALE,THOMAS CAMPION,PINE BLUFF,AR,ARKANSAS,UNITED STATES,NORTH AMERICA,1963-06-24
1767377,MALE,RICHARD ALLEN,WHITESTONE,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1998-06-18
1767588,FEMALE,CHRISTINA RAY,BIRMINGHAM,AL,ALABAMA,UNITED STATES,NORTH AMERICA,1963-03-10
1767742,FEMALE,KAREN NELSON,ANDOVER,MN,MINNESOTA,UNITED STATES,NORTH AMERICA,1968-02-29
1767794,FEMALE,VIRGINIA HOWARD,KENTWOOD,LA,LOUISIANA,UNITED STATES,NORTH AMERICA,2000-09-21
1767848,MALE,MICHAEL THOMAS,BARAGA,MI,MICHIGAN,UNITED STATES,NORTH AMERICA,1986-08-17
1767858,MALE,WILLIAM DYAR,PINE BLUFF,AR,ARKANSAS,UNITED STATES,NORTH AMERICA,1990-02-20
1768079,FEMALE,CHRISTINE CRUZ,BIRMINGHAM,AL,ALABAMA,UNITED STATES,NORTH AMERICA,1961-02-18
1768180,FEMALE,MARYANNE MANNING,SAN ANTONIO,TX,TEXAS,UNITED STATES,NORTH AMERICA,1950-06-18
1768281,FEMALE,ANNE LEVY,FREDERICKSBURG,VA,VIRGINIA,UNITED STATES,NORTH AMERICA,1980-03-25
1768548,MALE,MARC MCCAULEY,COLDWATER,TX,TEXAS,UNITED STATES,NORTH AMERICA,1944-05-17
1768600,MALE,DANIEL WILLIAMS,MACKS CREEK,MO,MISSOURI,UNITED STATES,NORTH AMERICA,1945-07-03
1768642,MALE,STEVEN SMITH,MOUNT PLEASANT,MI,MICHIGAN,UNITED STATES,NORTH AMERICA,1955-11-01
1768779,FEMALE,MONICA TURNER,BLUE RIDGE,GA,GEORGIA,UNITED STATES,NORTH AMERICA,1939-05-14
1768999,FEMALE,ELVA GINSBERG,LITTLE ROCK,AR,ARKANSAS,UNITED STATES,NORTH AMERICA,1992-08-20
1769156,MALE,THOMAS BENEFIELD,NOWATA,OK,OKLAHOMA,UNITED STATES,NORTH AMERICA,1953-01-16
1769294,FEMALE,ALBERTA THRAILKILL,WADENA,MN,MINNESOTA,UNITED STATES,NORTH AMERICA,1993-09-12
1769400,MALE,MIGUEL YOKOTA,OAK PARK,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1962-04-08
1769593,MALE,JORGE STEVER,NEW YORK,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1964-09-23
1769708,MALE,RICHARD GALBREATH,PONTIAC,MI,MICHIGAN,UNITED STATES,NORTH AMERICA,1957-03-26
1770021,FEMALE,ANETTE HOBSON,MARION,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1998-09-30
1770119,MALE,DONALD VERA,DENVER,CO,COLORADO,UNITED STATES,NORTH AMERICA,1954-08-13
1770393,MALE,LEON DIETER,GETZVILLE,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1953-10-10
1770405,FEMALE,IRENE SZETO,JERSEY CITY,NJ,NEW JERSEY,UNITED STATES,NORTH AMERICA,1970-02-13
1770497,FEMALE,PATRICIA TIMMS,LITTLE ROCK,AR,ARKANSAS,UNITED STATES,NORTH AMERICA,1960-02-10
1770572,MALE,FREDERICK POWERS,HAYS,KS,KANSAS,UNITED STATES,NORTH AMERICA,1969-11-20
1771027,FEMALE,KIMBERELY HUMES,HOUSTON,TX,TEXAS,UNITED STATES,NORTH AMERICA,1989-03-01
1771171,FEMALE,TABITHA RODRIQUEZ,ANNAPOLIS,MO,MISSOURI,UNITED STATES,NORTH AMERICA,1993-05-26
1771225,FEMALE,MARY DANIEL,PHILADELPHIA,PA,PENNSYLVANIA,UNITED STATES,NORTH AMERICA,1970-06-06
1771228,FEMALE,EMILY GAMBINO,HOUSTON,TX,TEXAS,UNITED STATES,NORTH AMERICA,1955-10-25
1771296,FEMALE,PATRICIA SMITH,STLOUIS,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1956-02-23
1771430,MALE,MICHAEL GIES,COVINA,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1979-08-08
1771623,MALE,RUSSELL BAIR,PHILADELPHIA,DE,DELAWARE,UNITED STATES,NORTH AMERICA,1951-08-11
1771687,MALE,CLARENCE CLIFFORD,MAYO,MD,MARYLAND,UNITED STATES,NORTH AMERICA,1996-04-01
1771836,FEMALE,JESSICA SCOTT,ROSLYN,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1955-06-08
1772294,FEMALE,SHARON POLLOCK,SAINT LOUIS,MO,MISSOURI,UNITED STATES,NORTH AMERICA,1973-03-30
1772324,FEMALE,CASEY COOPER,SAN ANTONIO,TX,TEXAS,UNITED STATES,NORTH AMERICA,1993-09-12
1772502,FEMALE,RACHEL FOLSOM,FREMONT,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1996-01-20
1772543,FEMALE,TANESHA STEWART,AMES,IA,IOWA,UNITED STATES,NORTH AMERICA,1958-02-08
1772750,FEMALE,TIFFANY BAILEY,LAUREL SPRINGS,NJ,NEW JERSEY,UNITED STATES,NORTH AMERICA,1935-04-21
1772778,MALE,CHRISTOPHER FARRELL,WEST PALM BEACH,FL,FLORIDA,UNITED STATES,NORTH AMERICA,1974-04-06
1772938,FEMALE,BEVERLEY STYRON,BURLINGTON,TX,TEXAS,UNITED STATES,NORTH AMERICA,1993-06-10
1773061,MALE,JOSEPH ORR,BRIDGEPORT,NE,NEBRASKA,UNITED STATES,NORTH AMERICA,1992-10-06
1773123,FEMALE,MARTHA SCHMIDT,NORTHBROOK,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1995-05-02
1773266,MALE,ISAIAS JOE,CHARLOTTE,NC,NORTH CAROLINA,UNITED STATES,NORTH AMERICA,1996-03-07
1773342,MALE,WILLIAM DAUGHERTY,NORFOLK,VA,VIRGINIA,UNITED STATES,NORTH AMERICA,1941-01-16
1773702,MALE,TIMOTHY CARIGNAN,ST JAMES,MN,MINNESOTA,UNITED STATES,NORTH AMERICA,1985-07-28
1773767,FEMALE,EMA WEBB,CHICAGO,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1988-07-23
1773829,FEMALE,KATHLEEN SATTERFIELD,SMITHTOWN,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1944-05-13
1773883,FEMALE,BESSIE SHEPPARD,NASHVILLE,TN,TENNESSEE,UNITED STATES,NORTH AMERICA,1966-03-06
1773985,FEMALE,JANET JACKSON,LEXINGTON,MA,MASSACHUSETTS,UNITED STATES,NORTH AMERICA,1944-01-17
1774119,FEMALE,LINDA BROOKER,MARSHALL,MN,MINNESOTA,UNITED STATES,NORTH AMERICA,1946-12-31
1774187,MALE,JAMES CHATMAN,COLLEGE PARK,MD,MARYLAND,UNITED STATES,NORTH AMERICA,1986-08-11
1774947,MALE,DWAYNE PIERCE,THOMPSONTOWN (JUNIATA),PA,PENNSYLVANIA,UNITED STATES,NORTH AMERICA,1980-05-08
1775004,FEMALE,MARIA SPENCER,ELWOOD,IL,ILLINOIS,UNITED STATES,NORTH AMERICA,1965-03-05
1775251,FEMALE,SARAH DELISLE,NORTH FORT MYERS,FL,FLORIDA,UNITED STATES,NORTH AMERICA,1998-01-17
1775279,MALE,DANIEL BRETON,COCHRAN,GA,GEORGIA,UNITED STATES,NORTH AMERICA,1967-05-09
1775355,FEMALE,MAMIE WALKER,LAUREL,VA,VIRGINIA,UNITED STATES,NORTH AMERICA,1971-03-21
1775445,FEMALE,JANICE SMITH,SALINAS,CA,CALIFORNIA,UNITED STATES,NORTH AMERICA,1961-08-23
1775632,FEMALE,JENNIFER HILL,NEW YORK,NY,NEW YORK,UNITED STATES,NORTH AMERICA,1946-03-16
